folioID,conveyanceDate,conveyancePrice,conveyanceType,conveyanceTypeDescription,postalCode,area,jurisdiction,roll_number,MB_manual_class,blank1,blank2,MB_year_built,MB_effective_year,MB_total_finished_area,MB_num_storeys,num_full_baths,num_3-piece_baths,num_2-piece_baths,num_bedrooms,num_dens,blank3,type_of_foundation,num_multi_garage,num_single_garage,num_carport,lc_code_1, lc_code_2,lc_code_3,lc_code_4,lc_code_5,lc_code_6,pool_flag,other_building_flag,land_metric_flag,land_width,land_depth,land_sq_measure,land_area,blank4,inc_unit_of_measure_value,inc_unit_of_measure_code,blank5,inc_floor_num,inc_effective_year,plumbing_nil_flag,basement_finish_area,basement_total_area,deck_sq_footage,deck_sq_footage_covered,blank6,fireplace_num_1,blank7,fireplace_num_2,blank8,fireplace_num_3,blank9,fireplace_num_4,blank10,fireplace_num_5,first_floor_area,second_floor_area,third_floor_area,school_district,zoning
A0000A9932,2022-01-07,360000,7,Improved Single Property Transaction,V1X 6Y9,19,217,6371998,D702,,,1992,1992,980,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,980,STRLA,,1,1992,,,,120,,,,,,,,,,,,,,,23,
A0000BJTBM,2022-01-27,360000,7,Improved Single Property Transaction,V1T 9M5,20,233,867163,D702,,,1994,1994,1108,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1108,STRLA,,3,1994,,,,,,,,,,,,,,,,,,,22,
A0000BKLH7,2022-02-02,360000,7,Improved Single Property Transaction,V0E 2V1,20,348,215041,8,,,1990,1990,630,1,,,,2,,,Crawl,0,0,0,95,,,,,,,, ,,,,,,,,,,,,,,480,176,,,,,,,,,,,630,,,83,C3
A0000R0XUG,2022-01-07,360000,7,Improved Single Property Transaction,V0B 1G3,21,413,751800,90,,,1955,1985,1880,1,1,,,3,,,Basement,0,1,2,95,,,,,,,, ,,,,0.169,,,,,,,,800,1080,,,,,,,,,,,,,1080,,,8,R1
A0000R19CU,2022-03-01,360000,7,Improved Single Property Transaction,V0G 2K0,21,707,5892000,40,,,1937,1980,934,1,1,,,3,,,Crawl,0,0,0,96,,,,,,,, ,,,,0.138,,,,,,,,,,,235,,,,,,,,,,,934,,,8,R1
D0001UJVXS,2022-02-04,360000,7,Improved Single Property Transaction,V2C 2J6,23,212,101017252,D702,,,2021,2021,496,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,496,STRLA,,5,2021,,,,,,,,,,,,,,,,,,,73,
A0000NWAVT,2022-02-28,360000,7,Improved Single Property Transaction,V2C 2B3,23,212,101286132,D702,,,1995,1995,667,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,667,STRLA,,2,1995,,,,,,,1,,,,,,,,,,,,73,
A0000NWVVL,2022-01-06,360000,7,Improved Single Property Transaction,V1S 1M7,23,212,4000301100,D701,,,1981,1981,1135,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1057,STRLA,,2,1981,,78,78,194,,,1,,,,,,,,,,,,73,
A0000M1NK6,2022-01-28,360000,7,Improved Single Property Transaction,V8C 1J5,25,329,1160120,140,,,1971,1974,2833,1,1,2,,4,,,Basement,0,0,1,30,6,,,,,,, ,94,87.7,8263.444,,,,,,,,,1342,1491,,,,,,,,,,,,,1491,,,82,R1A
D0000Y2E96,2022-02-07,360000,7,Improved Single Property Transaction,V0J 2N3,25,478,91327,D701,,,2016,2016,1233,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1233,STRLA,,1,2016,,,,,,,,,,,,,,,,,,,54,
A0000MR1QK,2022-01-28,360000,7,Improved Single Property Transaction,V2M 6C9,26,226,21298008,140,,,1977,1977,1824,1,1,,1,5,,,Basement,0,1,0,86,,,,,,,, ,43,105,4515,,,,,,,,,864,960,224,,,,,,,,,,,,960,,,57,URS4
A0000MRG6P,2022-02-25,360000,7,Improved Single Property Transaction,V2K 1V2,26,226,9031040000,140,,,1950,1985,1850,1,1,1,,4,,,Basement,0,1,1,,,,,,,,, ,,,,0.68,,,,,,,,650,720,,336,,1,,,,,,,,,1200,,,57,RS1M
A0000PYBWU,2022-01-10,360000,7,Improved Single Property Transaction,V1G 3M7,27,206,3618000,140,,,1978,1987,2204,1,1,,2,4,,,Basement,1,0,0,,,,,,,,, ,67,130.3,8730.1,,,,,,,,,1044,1160,215,60,,,,,,,,,,,1160,,,59,RS1
A0000PYCQA,2022-03-07,360000,7,Improved Single Property Transaction,V1G 2S7,27,206,4445910,145,,,2000,2000,2318,1,1,2,,5,,,Basement,1,0,0,96,,,,,,,, ,76.5,130,9945,,,,,,,,,1000,1306,109,,,1,,,,,,,,,1318,,,59,RS1
A0000PYJSS,2022-02-25,360000,7,Improved Single Property Transaction,V1J 1E9,27,420,2722000,90,,,1962,1976,1680,1,1,,,3,,,Basement,1,0,0,,,,,,,,, ,49,178.9,8762.292,,,,,,,,,720,960,,,,,,,,,,,,,960,,,60,R2
A000029309,2022-02-22,3600000,7,Improved Single Property Transaction,V7S 2V3,8,328,50446000000,150,,,1975,1985,4679,1,2,1,1,4,,,Partial Basement,1,0,0,6,,,,,,,, ,,,17425,0.4,,,,,,,,455,712,,350,,3,,,,,,,,,4224,,,45,RS2
A000029C8Q,2022-02-24,3600000,7,Improved Single Property Transaction,V7V 3X6,8,328,2.10449E+11,167,,,2001,2005,4587,2,3,,1,6,,,Basement,1,0,0,65,,,,,,,, ,93.5,135,12623,,,,,,,,,1569,1652,,220,,3,,,,,,,,,1652,1366,,45,RS3
A0000016T7,2022-02-18,3600000,7,Improved Single Property Transaction,V6M 1A3,9,200,8.73015E+12,61,,,1924,1960,3314,1.5,1,,1,4,,,Basement,0,0,1,6,7,,,,,,, ,66,125,8250,,,,,,,,,1101,1224,317,,,1,,,,,,,,,1254,,,39,RS5
A000001ET2,2022-01-24,3604352,7,Improved Single Property Transaction,V5Y 2Z7,9,200,1.17902E+13,142,,,1989,1989,1951,2,2,1,1,4,,,Slab,1,0,0,6,7,,,,,,, ,31.3,126.8,3969,,,,,,,,,,,,,,2,,,,,,,,,1042,909,,39,RS1
A00003X875,2022-02-02,361000,7,Improved Single Property Transaction,V3K 1R1,10,305,2170126,D702,,,1990,1990,643,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,643,STRLA,,4,1990,,,,51,,,,,,,,,,,,,,,43,
D0001KUR5V,2022-02-01,362000,7,Improved Single Property Transaction,V9N 0G7,6,204,1960829,D702,,,2019,2019,695,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,695,STRLA,,3,2019,,,,64,,,,,,,,,,,,,,,71,
A00003XAGG,2022-01-04,362000,7,Improved Single Property Transaction,V3J 3X8,10,305,4610017,D702,,,1969,1969,624,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,624,STRLA,,2,1969,,,,,,,,,,,,,,,,,,,43,
A000075UMZ,2022-01-31,362000,7,Improved Single Property Transaction,V3R 8T1,14,326,1200986805,D702,,,1984,1984,649,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,649,STRLA,,3,1984,,,,75,,,,,,,,,,,,,,,36,
D0000AB7Y0,2022-01-31,362000,7,Improved Single Property Transaction,V2T 0A8,15,313,1054092020,D702,,,2009,2009,628,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,628,STRLA,,1,2009,,,,61,,,1,,,,,,,,,,,,34,
A000001G4S,2022-02-08,362147,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,3,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G4T,2022-02-08,362147,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,3,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G62,2022-02-08,362147,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,3,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G63,2022-02-08,362147,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,3,1989,,,,,,,,,,,,,,,,,,,39,
A0000PYHE1,2022-02-23,362398,7,Improved Single Property Transaction,V1J 2H4,27,420,440000,80,,,1942,1990,1500,1,2,,,4,,,Basement,1,0,0,95,,,,,,,, ,55,122,6710,,,,,,,,,700,800,165,90,,,,,,,,,,,800,,,60,RM2
A0000F8083,2022-02-28,362500,7,Improved Single Property Transaction,V0X 1L4,15,432,203864962,D702,,,1994,1994,913,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,913,STRLA,,2,1994,,,,100,,,1,,,,,,,,,,,,78,
A000095SQH,2022-02-01,362500,7,Improved Single Property Transaction,V0H 1N1,17,713,4956305,D701,,,1991,1991,1414,,,1,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1414,STRLA,,3,1991,,,,168,,,,,,,,,,,,,,,51,
A0000M1HS5,2022-03-02,362500,7,Improved Single Property Transaction,V8J 2N7,25,227,4804000,80,,,1942,1950,983,1,1,,,2,,,Partial Basement,0,1,0,21,23,30,,,,,, ,43,102,4285.257,,,,,,,,,,673,,,,1,,,,,,,,,983,,,52,R2
A0000A9DC5,2022-01-14,3625000,7,Improved Single Property Transaction,V1W 4K1,19,217,7096240,177,,,2013,2013,6137,2,2,3,2,6,,,Basement,1,0,0,37,,,,,,X,, ,,,,0.289,,,,,,,,2889,3609,156,747,,2,,,,,,,,,2026,1222,,23,RR2
D0001K7YRQ,2022-01-04,363000,7,Improved Single Property Transaction,V3T 0N2,14,326,2271992217,B705,,,2019,2019,305,,,1,,,,,,0,0,0,,,,,,,,, ,,,,,2402,305,STRLA,,13,2019,,,,17,,,,,,,,,,,,,,,36,
A000095Z0A,2022-01-31,3630000,7,Improved Single Property Transaction,V0H 1V2,17,714,5896000,145,,,1951,2010,3200,1,,3,1,3,,,Partial Basement,1,0,0,39,,,,,,X,, ,,,,7.35,,,,,,,,925,1028,383,,,1,,,,,,,,,2275,,,53,
A00003VLPE,2022-02-10,364000,7,Improved Single Property Transaction,V5B 1N4,10,301,44254500210,D702,,,1974,1974,610,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,610,STRLA,,2,1974,,,,52,,,,,,,,,,,,,,,41,
A0000F4KS0,2022-01-19,364000,7,Improved Single Property Transaction,V2R 3J6,15,303,453507644,D702,,,1992,1992,1135,,1,,,2,,,Slab,0,0,0,,,,,,,,, ,,,,,2401,1135,STRLA,,1,1992,,,,,,,1,,,,,,,,,1135,,,33,
A0000A98Z0,2022-01-14,364500,7,Improved Single Property Transaction,V1X 5J4,19,217,6371816,D701,,,1980,1980,1134,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1134,STRLA,,1,1980,,,,,,,,,,,,,,,,,,,23,
A000001G4B,2022-02-08,364534,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,625,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,625,STRLA,,2,1989,,,,70,,,,,,,,,,,,,,,39,
A000001G5M,2022-02-08,364534,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,625,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,625,STRLA,,2,1989,,,,70,,,,,,,,,,,,,,,39,
A00005XFEJ,2022-01-17,3648000,7,Improved Single Property Transaction,V7C 5M5,11,320,R091296001,172,,,1997,2004,4325,2,3,,1,5,,,Slab,1,0,0,6,25,26,96,,,X,, ,60.3,129.9,7869,,,,,,,,,,,,,,2,,,,,,,,,2394,1931,,38,ZS2
D0001TF3RT,2022-01-19,364900,7,Improved Single Property Transaction,V4E 0A9,11,306,D131294090,D702,,,2021,2021,598,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,598,STRLA,,2,2021,,,,106,,,,,,,,,,,,,,,37,
D0001TF3Z6,2022-01-20,364900,7,Improved Single Property Transaction,V4E 0A9,11,306,D131294710,D702,,,2021,2021,544,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,544,STRLA,,5,2021,,,,63,,,,,,,,,,,,,,,37,
A0000HPTC0,2022-03-04,365000,7,Improved Single Property Transaction,V8X 2S2,1,308,680591052,D702,,,1974,1974,808,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,808,STRLA,,3,1974,,,,140,,,,,,,,,,,,,,,61,
D0001V1DBS,2022-01-14,365000,8,Vacant Single Property Transaction,V9R 3T4,4,250,16285070,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,5460,,,,,,,,,,,,,,,,,,,,,,,,,,68,R1
D0001V1DBZ,2022-01-31,365000,8,Vacant Single Property Transaction,V9R 3T4,4,250,16285085,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,4640,,,,,,,,,,,,,,,,,,,,,,,,,,68,R1
A000001R46,2022-03-07,365000,7,Improved Single Property Transaction,V5T 1Y5,9,200,1.36502E+13,D702,,,1993,1993,515,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,515,STRLA,,1,1993,,,,,,,,,,,,,,,,,,,39,
A0000032ZF,2022-02-14,365000,7,Improved Single Property Transaction,V5R 6C1,9,200,2.33047E+13,D702,,,1994,1994,404,,1,,,,,,,0,0,0,,,,,,,,, ,,,,,2401,404,STRLA,,3,1994,,,,46,,,,,,,,,,,,,,,39,
A00003ULC4,2022-01-06,365000,7,Improved Single Property Transaction,V3L 3N4,10,220,3594032,D702,,,1973,1973,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,2,1973,,,,114,,,,,,,,,,,,,,,40,
A00005X0VK,2022-02-02,365000,7,Improved Single Property Transaction,V7A 4R1,11,320,R074938141,D702,,,1976,1976,736,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,736,STRLA,,2,1976,,,,,,,,,,,,,,,,,,,38,
A000075HQL,2022-02-15,365000,7,Improved Single Property Transaction,V4B 3W5,14,236,2087023,D702,,,1973,1973,984,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,984,STRLA,,3,1973,,,,130,,,,,,,,,,,,,,,36,
A000076PXG,2022-01-17,365000,7,Improved Single Property Transaction,V4A 6Y6,14,326,5151982308,D702,,,1981,1981,623,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,623,STRLA,,2,1981,,,,85,,,,,,,,,,,,,,,36,
D00005JE9U,2022-01-10,365000,7,Improved Single Property Transaction,V2P 0B7,15,303,94146164,D702,,,2008,2008,858,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,858,STRLA,,1,2008,,,,,,,,,,,,,,,,,,,33,
A0000F4JUX,2022-01-27,365000,7,Improved Single Property Transaction,V2R 3W3,15,303,450807665,D702,,,1993,1993,949,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,949,STRLA,,3,1993,,,,,,,,,,,,,,,,949,,,33,
A0000F822Z,2022-01-18,365000,7,Improved Single Property Transaction,V0X 1L4,15,432,648720495,D701,,,1978,1978,1711,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1141,STRLA,,1,1978,,570,570,,,,,,,,,,,,,,,,78,
A0000BJVB9,2022-02-10,365000,7,Improved Single Property Transaction,V1T 7X4,20,233,2561029,D701,,,1976,1976,1051,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1051,STRLA,,1,1976,,,,,,,,,,,,,,,,,,,22,
A0000BK1KA,2022-01-11,365000,7,Improved Single Property Transaction,V1T 8L4,20,233,5861421,D702,,,1981,1981,1198,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1198,STRLA,,2,1981,,,,160,,,,,,,,,,,,,,,22,
A0000R0PXG,2022-01-14,365000,7,Improved Single Property Transaction,V1L 1C7,21,219,3292002,D733,,,1972,1972,1098,,1,,1,3,,,,0,1,0,,,,,,,,, ,,,,,2400,1098,STRLA,,1,1972,,,,,,,,,,,,,,,,,,,8,
A0000S5D7V,2022-01-20,365000,7,Improved Single Property Transaction,V1C 3A3,22,205,10084000,140,,,1970,1970,1605,1,2,,,4,,,Basement,0,0,0,,,,,,,,, ,61.9,87,7000,0.149,,,,,,,,750,828,,240,,,,,,,,,,,855,,,5,R1
D0001UH4BZ,2022-02-18,365000,8,Vacant Single Property Transaction,V0A 1H0,22,426,193855,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,,0.228,,,,,,,,,,,,,,,,,,,,,,,,,6,R1
A0000NX9SW,2022-01-14,365000,7,Improved Single Property Transaction,V0E 1M0,23,512,569050,140,,,1975,1980,1978,1,2,,,5,,,Basement,1,1,0,23,,,,,,,, ,80,120,9579.011,,,,,,,,,779,1199,182,,,4,,,,,,,,,1199,,,73,R1
A0000MR2FR,2022-02-23,365000,7,Improved Single Property Transaction,V2M 5E2,26,226,21822040,140,,,1974,1974,1778,1,1,,1,4,,,Basement,0,0,0,,,,,,,,, ,44,117,5148,,,,,,,,,842,936,,,,1,,,,,,,,,936,,,57,URS4
D0000JTG8Y,2022-01-14,365000,7,Improved Single Property Transaction,V1J 0J3,27,420,9330155,2147,,,2013,2013,2151,2,3,,1,4,,,Basement,0,1,0,,,,,,,,, ,26,118.1,3068,,,,,,,,,575,712,40,,,,,,,,,,,,672,904,,60,R2
A0000284LD,2022-02-25,3650000,7,Improved Single Property Transaction,V7R 3Y3,8,316,20028960009,177,,,2015,2015,4994,2,5,,1,6,,,Basement,1,0,0,23,,,,,,,, ,60,130,8138.065,,,,,,,,,1822,1822,375,52,,3,,,,,,,,,1822,1350,,44,RS3
D0000BAZK6,2022-01-05,3650000,7,Improved Single Property Transaction,V6R 2M1,9,200,1.67403E+12,167,,,2008,2008,2413,2,2,1,1,3,,,Partial Basement,1,0,0,,,,,,,,, ,33,122,4026,,,,,,,,,360,360,,53,,2,,,,,,,,,995,1058,,39,RS1
A000000N3Z,2022-03-01,3650000,7,Improved Single Property Transaction,V6L 2X6,9,200,4.71006E+12,152,,,1978,2000,2810,2,1,1,1,3,,,Basement,1,0,0,6,7,23,47,30,86,,, ,57.3,101.5,5825,,,,,,,,,734,815,363,,,2,,,,,,,,,1235,841,,39,RS1
A00005WTBA,2022-03-02,3650000,7,Improved Single Property Transaction,V6Y 1G2,11,320,R066946000,167,,,2015,2015,4108,2,5,,1,5,,,Slab,1,0,0,,,,,,,,, ,66,144.8,9557,,,,,,,,,,,216,358,,1,,,,,,,,,2494,1614,,38,RS1/E
A0000F5E3S,2022-01-12,3650000,7,Improved Single Property Transaction,V2Z 2R9,15,311,384911113,142,,,1992,1992,2007,2,1,1,,3,,,Basement,0,0,1,,,,,,,,, ,,,,6.09,,,,,,,,,1238,108,,,1,,,,,,,,,1238,769,,35,RU1
D0000ASECP,2022-01-10,365090,7,Improved Single Property Transaction,V2S 0C6,15,313,3155013010,D702,,,2009,2009,680,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,680,STRLA,,1,2009,,,,152,,,1,,,,,,,,,,,,34,
A0000MRGGT,2022-01-18,365500,7,Improved Single Property Transaction,V2K 3J7,26,226,9031057370,140,,,1980,1980,2086,1,1,1,,3,,,Basement,0,1,0,,,,,,,,, ,,,,0.28,,,,,,,,1000,1050,96,,,2,,,,,,,,,1086,,,57,RS1
A00003UHSZ,2022-01-31,366000,7,Improved Single Property Transaction,V3M 3X7,10,220,1066025,D702,,,1982,1982,643,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,643,STRLA,,2,1982,,,,58,,,,,,,,,,,,,,,40,
A0000S5J3T,2022-01-13,366000,7,Improved Single Property Transaction,V1A 3B1,22,215,968040,2140,,,1979,1983,1754,1,1,1,,4,,,Basement,0,0,1,,,,,,,,, ,53,100,5314,0.122,,,,,,,,700,1050,240,,,,,,,,,,,,1054,,,6,R2
A0000A97AE,2022-02-08,366333,7,Improved Single Property Transaction,V1X 5Z1,19,217,6199570,140,,,1979,1990,1976,1,2,,,5,,,Basement,0,0,1,,,,,,,,, ,,,,0.21,,,,,,,,936,1040,480,160,,,,,,,,,,,1040,,,23,RU1
D0000B21YU,2022-01-06,367000,7,Improved Single Property Transaction,V3A 0B3,15,216,52768000,D702,,,2009,2009,470,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,470,STRLA,,4,2009,,,,86,,,1,,,,,,,,,,,,35,
A0000F7GMY,2022-01-10,367500,7,Improved Single Property Transaction,V2V 7A3,15,314,851040136,D702,,,1996,1996,786,,1,,,1,1,,Slab,0,0,0,,,,,,,,, ,,,,,2401,786,STRLA,,3,1996,,,,128,,,1,,,,,,,,,786,,,75,
A00003URAP,2022-01-10,368000,7,Improved Single Property Transaction,V3M 4L9,10,220,8851003,D702,,,1990,1990,623,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,623,STRLA,,1,1990,,,,,,,,,,,,,,,,,,,40,
D00006AJRD,2022-01-27,368000,7,Improved Single Property Transaction,V2P 0B2,15,303,20145709,D702,,,2008,2008,837,,,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,837,STRLA,,4,2008,,,,,,,,,,,,,,,,,,,33,
A0000F4BR2,2022-02-25,368000,7,Improved Single Property Transaction,V2P 6V4,15,303,86945651,D702,,,1993,1993,749,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,749,STRLA,,2,1993,,,,68,,,,,,,,,,,,,,,33,
A0000F5FJJ,2022-01-27,368000,7,Improved Single Property Transaction,V4W 1K1,15,311,418911119,90,,,1970,1990,2396,1,1,,,3,,,Basement,0,0,0,91,,,,,,,X, ,,,,5,,,,,,,,1198,1198,424,64,,1,,,,,,,,,1198,,,35,RU1
A0000MRJMS,2022-03-03,368368,7,Improved Single Property Transaction,V2K 1J9,26,226,9034721000,90,,,1980,1980,1908,1,2,,,3,,,Basement,0,0,1,,,,,,,,, ,,,,0.17,,,,,,,,900,1008,96,,,1,,,,,,,,,1008,,,57,RS2
A000001446,2022-02-16,3685000,7,Improved Single Property Transaction,V6J 2K8,9,200,7.68812E+12,2163,,,1984,2000,2670,3,1,2,2,3,,,Partial Basement,1,0,0,6,47,7,,,,,, ,50,125,6250,,,,,,,,,382,611,408,,,2,,,,,,,,,1013,963,312,39,RT5
A000001G53,2022-02-08,368656,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,4,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G54,2022-02-08,368656,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,4,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G6D,2022-02-08,368656,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,4,1989,,,,47,,,,,,,,,,,,,,,39,
A000001G6E,2022-02-08,368656,7,Improved Single Property Transaction,V6P 4M9,9,200,1.21448E+13,D702,,,1989,1989,607,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,607,STRLA,,4,1989,,,,47,,,,,,,,,,,,,,,39,
A0000018JC,2022-01-05,3687500,7,Improved Single Property Transaction,V5Y 3S1,9,200,9.69117E+12,61,,,1937,1980,2316,1.5,1,1,1,3,,,Basement,0,0,0,6,23,7,,,,,, ,36,137.5,4950,,,,,,,,,900,900,187,,,1,,,,,,,,,900,,,39,RS7
D0001K7YQE,2022-02-03,368900,7,Improved Single Property Transaction,V3T 0N2,14,326,2271991997,B705,,,2019,2019,388,,,1,,,,,,0,0,0,,,,,,,,, ,,,,,2402,388,STRLA,,11,2019,,,,17,,,,,,,,,,,,,,,36,
D0000XC53C,2022-02-25,369000,7,Improved Single Property Transaction,V6A 1N4,9,200,2.65902E+13,B705,,,2015,2015,446,,,1,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,446,STRLA,,6,2015,,,,,,,,,,,,,,,,,,,39,
A000094Y77,2022-01-14,369000,7,Improved Single Property Transaction,V2A 8J6,17,222,4212015,D701,,,1991,1991,1124,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1124,STRLA,,1,1991,,,,47,44,,,,,,,,,,,,,,67,
A0000MQX6F,2022-01-28,369000,7,Improved Single Property Transaction,V2M 2L3,26,226,8030000,90,,,1961,1961,2388,1,2,,1,4,,,Basement,0,0,1,86,,,,,,,, ,75,120,9000,,,,,,,,,1160,1228,,,,2,,,,,,,,,1228,,,57,RS4
A0000MRHHM,2022-02-17,369500,7,Improved Single Property Transaction,V2K 4X8,26,226,9031901418,D701,,,1996,1996,1487,,2,,1,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1367,STRLA,,1,1996,,120,409,,,,,,,,,,,,,,,,57,
A0000PY9TZ,2022-01-24,369500,7,Improved Single Property Transaction,V1G 1L3,27,206,1106000,146,,,1992,1992,2187,1.5,2,1,,2,,,Basement,1,0,0,,,,,,,,, ,75,125,9375,,,,,,,,,800,995,991,101,,2,,,,,,,,,995,,,59,RS2
A00000020V,2022-01-20,3698000,7,Improved Single Property Transaction,V6R 2G6,9,200,1.67003E+12,90,,,1940,1975,2348,1,2,,,4,,,Basement,0,0,1,6,7,23,,,,,, ,55.2,112.4,6204.48,,,,,,,,,1107,1230,400,,,1,,,,,,,,,1241,,,39,RS1
D00011HVPU,2022-01-04,369900,7,Improved Single Property Transaction,V8W 0E3,1,234,1075238,D702,,,2016,2016,296,,1,,,,,,,0,0,0,,,,,,,,, ,,,,,2401,296,STRLA,,4,2016,,,,,,,,,,,,,,,,,,,61,
A00003UJW5,2022-01-20,369900,7,Improved Single Property Transaction,V3L 5S7,10,220,1611041,D702,,,1994,1994,613,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,613,STRLA,,4,1994,,,,75,,,1,,,,,,,,,,,,40,
D0001TF3R7,2022-01-31,369900,7,Improved Single Property Transaction,V4E 0A9,11,306,D131294040,D702,,,2021,2021,544,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,544,STRLA,,1,2021,,,,,,,,,,,,,,,,,,,37,
D0001TF3SM,2022-01-31,369900,7,Improved Single Property Transaction,V4E 0A9,11,306,D131294160,D702,,,2021,2021,574,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,574,STRLA,,2,2021,,,,98,,,,,,,,,,,,,,,37,
D0001TF3TP,2022-01-19,369900,7,Improved Single Property Transaction,V4E 0A9,11,306,D131294250,D702,,,2021,2021,598,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,598,STRLA,,3,2021,,,,101,,,,,,,,,,,,,,,37,
A0000F6TMQ,2022-01-27,369900,7,Improved Single Property Transaction,V2T 5T7,15,313,5168075960,D701,,,1987,1987,1152,,1,,1,2,,,Basement,0,0,0,,,,,,,,, ,,,,,2400,1152,STRLA,,1,1987,,,1152,,,,,,,,,,,,,1152,,,34,
D0000A4VX6,2022-01-12,369900,7,Improved Single Property Transaction,V1N 4X7,21,201,1821634,D701,,,2008,2008,1122,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1122,STRLA,,1,2008,,,,94,,,,,,,,,,,,,,,20,
